ID,Year,Keywords,Type,Cites
3.13E+11,2012,artificial intelligence;evolutionary algorithms;heuristic optimization;multi-agent systems;numerical optimization,wos,3
3.13E+11,2013,artificial intelligence;graph theory;greedy algorithms;intelligent robot;path planning,wos,12
3.13E+11,2012,ant colony optimization;artificial intelligence;ms. pac-man;nonplayer characters (npcs);swarm intelligence;video games,wos,5
3.13E+11,2012,history;artificial intelligence;biographies,wos,0
3.13E+11,2010,rule discovery;behaviour;swarm systems;data mining;artificial intelligence,wos,0
3.13E+11,2012,driver drowsiness detection;transportation safety;hybrid measures;driver fatigue;artificial intelligence techniques;sensor fusion,wos,102
3.13E+11,2011,vehicle road test system;neural networks;automatic evaluation;artificial intelligence,wos,0
3.13E+11,2011,immune computation;artificial intelligence;computational intelligence,wos,0
3.13E+11,2013,adaptive learning;personalized learning;artificial intelligence;evolutionary algorithms;genetic algorithm;particle swarm optimization,wos,8
3.13E+11,2012,reservoirs;climate change;trend analysis;artificial intelligence-self-organizing maps;cluster analysis,wos,1
3.13E+11,2012,aircraft landing guidance;artificial intelligence;fault diagnosis;support vector machines (svm),wos,7
3.13E+11,2012,artificial intelligence (ai);traffic simulation;travel-time prediction;vehicle-infrastructure integration (vii),wos,33
3.13E+11,2012,artificial neural networks (anns);evolutionary multi-objective optimization (emo);real-time strategy (rts) game;pareto differential evolution (pde);artificial intelligence (ai);warcraft iii,wos,0
3.13E+11,2013,methods;ontology;electronic document management;automotive industry;quality management systems;iso/ts 16949;artificial intelligence,wos,3
3.13E+11,2012,evolutionary art;artificial intelligence;pointillism;digital media technology,wos,0
3.13E+11,2012,management intelligent systems (mis);information systems;artificial intelligence (ai);decision making;intelligent systems,wos,0
3.13E+11,2012,distributed computing;artificial intelligence;business process re-engineering,wos,2
3.13E+11,2012,computers and education;ubiquitous computing;artificial intelligence;adaptive hypermedia;user interface,wos,18
3.13E+11,2013,psychoanalysis;natural language processing;personality analysis;artificial intelligence;neural networks;clustering;classification,wos,0
3.13E+11,2013,nature vs. nurture;artificial intelligence;knowledge acquisition;inductive bias;epigenetics of knowledge,wos,5
3.13E+11,2012,data fusion;artificial intelligence;automated planning;information management;algorithms;productivity;construction;planning,wos,3
3.13E+11,2013,process supervision;open loop controlled process;artificial intelligence techniques;rubber die extrusion;mas;holomas,wos,1
3.13E+11,2013,expert systems;artificial intelligence;interface;search engine;implementing the expert system,wos,1
3.13E+11,2011,hydraulics;control system;system dynamics;artificial intelligence;fuzzy logic,wos,0
3.13E+11,2011,rehabilitation;pneumatic artificial muscle;artificial intelligence;neural networks,wos,0
3.14E+11,2012,digital mine;data dictionary;data warehouse;webgls;virtual reality;multimedia;artificial intelligence,wos,1
3.14E+11,2012,knowledge-based database;minishogi;artificial intelligence,wos,0
3.14E+11,2013,artificial intelligence;sensor systems,wos,2
3.14E+11,2013,artificial neural networks;backpropagation;lobular carcinoma;artificial intelligence;fnac,wos,10
3.14E+11,2013,artificial intelligence;problem solving;control methods and search;graph and tree search strategies;vision and scene understanding;representation;data structures and transforms;perceptual reasoning,wos,1
3.14E+11,2013,cognitive architecture;multi-agent systems;artificial intelligence,wos,0
3.14E+11,2013,artificial intelligence;natural language processing;machine learning;multimedia semantic analysis;affect detection;speech processing,wos,1
3.14E+11,2012,affect;artificial intelligence;eeg;learning;serious games;biocybernetics,wos,0
3.14E+11,2010,artificial intelligence;optimization;local search;heuristics;traveling salesman problem,wos,0
3.14E+11,2011,support vector machines;svm;xbrl;xml;artificial intelligence;machine learning;credit risk;evaluation;bankruptcy;framework;decision support systems;dss,wos,0
3.14E+11,2012,intelligent tutoring systems;artificial intelligence;cognitive models,wos,3
3.14E+11,2013,artificial intelligence;clinical data classifier;evaluation measures;machine learning;supervised learning,wos,2
3.14E+11,2012,cancer;optimization;artificial intelligence;high performance computing,wos,0
3.14E+11,2012,agent-based models;artificial intelligence;complex systems,wos,0
3.14E+11,2012,computer consciousness;robot;machine intelligence;artificial intelligence,wos,0
3.14E+11,2012,intelligence;spiritual intelligence;artificial intelligence;problem solving process,wos,4
3.14E+11,2012,artificial intelligence;swarm intelligence;ant colony optimization algorithm;inverse heat conduction problem.,wos,2
3.14E+11,2012,associative artificial intelligence aai;associative graph data structure agds;actively associated data neural networks aadnn;associative graph neurocomputing agnc;autonomous association of pieces of information;cognitive science,wos,6
3.14E+11,2012,smart sensors;ieee 1451;holons;holonic systems;artificial intelligence,wos,1
3.14E+11,2012,function;shape;form;texture;material;artificial intelligence,wos,4
3.14E+11,2012,artificial intelligence;knowledge economy;cultural and creative industries;delphi;fuzzy logic theory,wos,4
3.14E+11,2012,artificial intelligence;four-legged robot;visual stability;motion feedback,wos,0
3.14E+11,2013,steel reinforced concrete;non-destructive testing;artificial intelligence;resistivity;polarisation,wos,19
3.14E+11,2012,tibetan network;artificial intelligence;teaching system;learning behavior;bipartite graph,wos,1
3.14E+11,2013,artificial intelligence;biped robot;intelligent control;movement balance;walking trajectories,wos,19
3.14E+11,2012,health monitoring management system;aircraft;built-in test;data mining;artificial intelligence,wos,2
3.14E+11,2013,artificial intelligence;artificial neural networks;long waves;infragravity waves;harbor resonance;seiche,wos,15
3.15E+11,2012,game;artificial intelligence;reinforcement learning;e-learning;sarsa,wos,4
3.15E+11,2013,fuel cell;vibrations;neural networks;artificial intelligence,wos,12
3.15E+11,2012,linguistic geometry;game theory;artificial intelligence;algorithm of discovery;visual stream,wos,1
3.15E+11,2010,human-robot interaction;games;artificial intelligence,wos,1
3.15E+11,2013,medical diagnosis;artificial intelligence;artificial neural networks;cancer;cardiovascular disease;diabetes,wos,115
3.15E+11,2013,models and principles;database management;personalization;algorithms for data and knowledge management;artificial intelligence;intelligent web services;semantic web,wos,0
3.15E+11,2012,kinect;natural gesture interfaces;stem education;process simulator;depth sensors;skeletal tracking;artificial intelligence,wos,1
3.15E+11,2012,cloud computing;it;smart grid;artificial intelligence;autonomic computing;intelligent agents;complex adaptive systems;computational intelligence,wos,2
3.15E+11,2012,artificial intelligence;renewable energy;solar photovoltaic power forecasting;wavelet transform,wos,51
3.15E+11,2013,particle swarm optimization;evolutionary computing;artificial intelligence;guided re-initialization,wos,0
3.15E+11,2013,petroleum system simulation technology;system engineering model;system dynamics;artificial intelligence simulation;digital basin,wos,1
3.15E+11,2012,artificial intelligence;natural language processing;opinion mining,wos,0
3.15E+11,2013,reasoned modelling;formal methods;formal modelling;formal verification;automated reasoning;artificial intelligence,wos,1
3.15E+11,2013,nuclear waste repository;chemo-mechanical couplings;artificial intelligence;data mining;soil modelling;compacted soil,wos,1
3.15E+11,2013,aixi;universal artificial intelligence;solomonoff induction;reinforcement learning,wos,5
3.15E+11,2013,epilepsy;pediatric neurology;decision support;anti-epileptic drug selection;artificial intelligence,wos,6
3.15E+11,2012,outsourcing;service quality;artificial intelligence;knowledge management;high-end services,wos,2
3.15E+11,2013,artificial intelligence;density-dependent groundwater flow modelling;integrated water resources management;irrigation;multi-criteria optimisation,wos,11
3.15E+11,2013,artificial intelligence;dempster-shafer evidential theory;dissolved gas analysis;transformer fault diagnosis,wos,18
3.15E+11,2013,artificial intelligence;economic welfare;anfis;input selection;prediction,wos,13
3.15E+11,2013,production scheduling;job shop scheduling;flexible job-shop scheduling;artificial intelligence;artificial immune system;evolutionary computation,wos,10
3.15E+11,2013,flank wear;tool condition monitoring;turning;signal acquisition;artificial intelligence,wos,56
3.15E+11,2013,artificial intelligence;machine learning;pattern recognition;weight training;feedback,wos,12
3.16E+11,2013,artificial intelligence;evolutionary computation;machine learning;neural networks,wos,34
3.16E+11,2013,fuzzy logic;artificial intelligence;ionogram scaling;ionosphere;fuzzy relationship;cadi,wos,3
3.16E+11,2013,cost prediction;artificial intelligence;fuzzy models;fcm fuzzifier;time series;machinery enterprises,wos,3
3.16E+11,2013,artificial intelligence;electrolyzer;fuel cell;hybrid power generation plant;photovoltaic;wind turbine,wos,17
3.16E+11,2013,cr;cognitive radio;cc;cognition cycle;security attacks;vulnerabilities;threat mitigation;malicious;jamming;pue;primary user emulation;applied artificial intelligence;payoff propagation;artificial intelligence attacks;rl;reinforcement learning,wos,2
3.16E+11,2013,russia;producton facilities;artificial intelligence;buildings;database systems;search engine;semantic web;semantics,wos,0
3.16E+11,2013,ectomycorrhizal macrofungi;wild edible mushrooms;m13-pcr;inorganic composition;artificial intelligence based tools,wos,9
3.16E+11,2012,fischertechnik model;innovation design;artificial intelligence;robot,wos,0
3.16E+11,2013,artificial intelligence;autonomous agents;finite state machine;software tools,wos,1
3.16E+11,2013,teaching system;artificial intelligence;network teaching;development and application,wos,0
3.16E+11,2012,grid station;lightningstrike;artificial intelligence;fuzzy logic,wos,2
3.16E+11,2012,intelligence tutoring system;computer fault diagnosis;artificial intelligence,wos,0
3.16E+11,2012,lane detection;gabor wavelet filters;q-bernstein polynomials;artificial intelligence,wos,0
3.16E+11,2013,artificial intelligence;brain images;convergence rate;fuzzy c-means;segmentation,wos,6
3.16E+11,2013,artificial intelligence;four-sided dominos game;genetic algorithm (ga),wos,1
3.16E+11,2007,modelling survival;artificial intelligence;cancer larynx;head and neck cancer;regression models,wos,0
3.17E+11,2012,information;artificial intelligence;classical logic;knowledge reasoning;predicate logic,wos,0
3.17E+11,2012,intelligent control;artificial intelligence;pid control,wos,0
3.17E+11,2013,markov decision process;dynamic decision network;multi-agent systems;clinical artificial intelligence;medical decision making;chronic illness,wos,32
3.17E+11,2013,artificial intelligence technics;multiquadric function;seepage analysis;earthen dam;sahand dam,wos,9
3.17E+11,2012,artificial intelligence;web based applications;program ranking;advisory system;web based application frameworks;anfis;java;jee;restful web services;seam;resteasy,wos,0
3.17E+11,2012,artificial intelligence;power grids;smart grid,wos,0
3.17E+11,2012,adaptive boosting (adaboost);artificial intelligence;decision trees;distributed generation (dg);islanding detection;non-detection zone (ndz),wos,0
3.17E+11,2012,artificial intelligence;classification;emotion detection;machine learning;psychology of human voice;robotics;sound feature extraction,wos,2
3.17E+11,2012,multi-agent systems;distributed systems;artificial intelligence;proposal,wos,1
3.17E+11,2013,bankruptcy prediction;early warning model;financial crisis;artificial intelligence,wos,22
3.17E+11,2013,golf shots;power of golf shot;individual shot;artificial intelligence;self-organising map,wos,0
3.17E+11,2012,project success;artificial intelligence;k-means clustering;genetic algorithm;fuzzy logic;artificial neural networks,wos,0
3.17E+11,2013,engineering design;qfd;artificial intelligence;neural networks,wos,6
3.17E+11,2012,intelligent tutoring systems;adaptive systems;online learning;artificial intelligence;learner preferences,wos,1
3.17E+11,2013,ranking;search engine;reinforcement learning;artificial intelligence;value function;agent,wos,10
3.17E+11,2013,artificial intelligence;nonlinear models;artificial neural networks;support vector machines;gene expression programming;adsorptive removal efficiency,wos,13
3.17E+11,2012,artificial intelligence;case-based reasoning;planning;driving of trains,wos,3
3.17E+11,2012,autonomous underwater robot;artificial intelligence;biomimesis;bio-inspired;architecture;persistent autonomy;world model;ontology;skill learning;adaptive planning;soft robot;fish swimming;flow sense;electric sense;biosonar,wos,0
3.17E+11,2013,applied probability;artificial intelligence;combinatorial optimization;experimental results;heuristics;local search;metaheuristics,wos,3
3.17E+11,2012,multi-agent systems;3d game development;game design;artificial intelligence;emergent intelligence,wos,0
3.17E+11,2011,dynamic perfusion ct;intelligent information systems;artificial intelligence;diagnostic supporting systems,wos,1
3.17E+11,2011,quality assessment;e-learning;intelligent e-learning;evaluation;multi-agent systems;methodology;artificial intelligence,wos,0
3.17E+11,2011,artificial intelligence;natural computing;evolutionary algorithms;cellular automata;computability theory;learning process;preferential complementary learning;learning processes;learning styles;educating methods,wos,0
3.17E+11,2011,ict;multimedia;artificial intelligence;robotics;education;creativity;lifelong learning;constructionism,wos,0
3.17E+11,2011,digital natives;msn messenger;artificial intelligence;socratic questioning;thinking routines,wos,0
3.17E+11,2011,learning by projects;co-evaluation;artificial intelligence,wos,0
3.17E+11,2012,driving paths;intelligent transport;gis;artificial intelligence;uncertainty,wos,0
3.17E+11,2012,artificial intelligence;multi-agent;social systems;learning,wos,0
3.17E+11,2013,construction management;claim negotiations;computer-aided simulation;distributed artificial intelligence;multi-agent systems;fuzzy sets;bayesian analysis,wos,6
3.17E+11,2012,internet;voice internet;e-learning;informal learning;formal learning;rendering;intelligent agents;artificial intelligence;user interface;education;innovation;entrepreneurship;natural language understanding (nlu);base of the pyramid people (bop),wos,0
3.17E+11,2013,spider specie recognition;biometrics on animals;cobweb;identification/verification approaches;pattern recognition;expert systems;artificial intelligence,wos,4
3.17E+11,2012,agreement technologies;multi-agent systems;distributed artificial intelligence,wos,0
3.17E+11,2013,text mining;natural language processing;electronic health records;artificial intelligence;algorithms,wos,7
3.17E+11,2013,ward-based education;e-learning;technique measurement;artificial intelligence;computer video analysis,wos,5
3.17E+11,2013,artificial intelligence;model-based diagnosis;diagnosability;slowly changing fault;hybrid system,wos,0
3.17E+11,2012,challenging rate (cr);challenging level adapter;real-time strategy (rts) game;and artificial intelligence (ai),wos,1
3.18E+11,2013,artificial intelligence;color space conversion;robustness;stability,wos,0
3.18E+11,2012,artificial intelligence;case retrieval;entropy weight method;2bq-2 precision seeder,wos,0
3.18E+11,2013,artificial intelligence;obstacle avoidance;sonar;lidar gps & gsm,wos,0
3.18E+11,2013,access control;abnormal access discovery;artificial intelligence and logic (alc),wos,3
3.18E+11,2013,facility location;voronoi diagram;reactive agents;computational geometry;artificial intelligence;algorithms,wos,4
3.18E+11,2013,artificial intelligence;feature extraction;tool wear monitoring,wos,8
3.18E+11,2013,artificial intelligence;athletic training program;data mining;data warehouse;expert systems;ict technologies;neural networks;olap;ort;running log;training process;vo2max;web,wos,0
3.18E+11,2013,risk management;hazard management;scout system;artificial intelligence;support vector machines,wos,1
3.18E+11,2013,aircraft design;design cycle time reduction;artificial intelligence;fuzzy logic;neural networks;decision making,wos,9
3.18E+11,2013,hybrid techniques;pv forecasting;artificial intelligence;neural networks,wos,41
3.18E+11,2013,short term load forecasting;artificial intelligence;statistical methods,wos,7
3.18E+11,2013,artificial intelligence;bp neural network;genetic algorithm;ordinary kriging;uncertainty;simulation variables;spatial variability,wos,0
3.18E+11,2013,artificial intelligence;argumentation;decision support;arbitration;benefit-risk analysis;preferences;knowledge representation;case study;nutrition,wos,11
3.18E+11,2013,fault diagnosis;artificial intelligence in diagnosis;classification;deep belief networks,wos,106
3.18E+11,2013,artificial intelligence;cardiac cycle;computer-aided diagnosis;image features,wos,5
3.18E+11,2013,rfid;libraries;library services;planning;artificial intelligence;zigbee,wos,1
3.18E+11,2013,pleurisy;accuracy;artificial intelligence;tuberculosis;diagnosis,wos,12
3.18E+11,2012,artificial intelligence;stfis (self tuning fuzzy inference system);neuro-fuzzy networks;neural networks;nonlinear systems;control,wos,0
3.18E+11,2013,artificial intelligence;forecasting;investment portfolio;exchange rates;sharpe ratio,wos,4
3.18E+11,2013,artificial intelligence;listener feedback;context based feedback;nonverbal behavior,wos,2
3.18E+11,2013,personality psychology;artificial psychology;humour;artificial intelligence;cybernetics;psychometric tests;personality,wos,0
3.18E+11,2012,web 3.0;multi-agent system mas;digital library;semantic social web;distributed artificial intelligence,wos,3
3.18E+11,2012,artificial intelligence;knowledge representation;educational software;automatic problem solving,wos,0
3.18E+11,2013,soccer robot;autonomous robots;robotics;artificial intelligence;multi-agent systems,wos,2
3.19E+11,2012,artificial intelligence;segmentation of tubular structures;computed tomography angiography;hessian matrix;brain stroke,wos,6
3.19E+11,2013,soil moisture;smos;soil moisture deficit;artificial intelligence;support vector machines;relevance vector machine;artificial neural networks;generalized linear models,wos,69
3.19E+11,2013,artificial intelligence;fault detection;fault diagnosis;feature extraction;induction motors (ims);monitoring;motor-current signal analysis;pattern recognition (pr);signal processing;squirrel-cage motors,wos,89
3.19E+11,2013,artificial intelligence;control system;active power filter;approximated fuzzy logic controller;compensating factor;dynamic response,wos,10
3.19E+11,2010,intelligent systems;artificial intelligence;knowledge-based systems;software programming;computer game strategies;laboratory assignments;games in education;problem-based learning,wos,0
3.19E+11,2013,composite;marine;artificial intelligence;artificial neural networks;structural analysis;load,wos,1
3.19E+11,2010,memory palace;bloom's taxonomy;understanding;memorization techniques;artificial intelligence,wos,0
3.19E+11,2012,computational socio-linguistics;online dialogues;social phenomena;linguistic behavior;influence;multi-disciplinary artificial intelligence;social computing,wos,0
3.19E+11,2013,artificial intelligence;convex alternating structure optimization(caso);auxiliary problems(aps);target problems(tps);relevancy;orthogonality;domain adaptation,wos,0
3.19E+11,2013,captcha;artificial intelligence;robustness;weaknesses;automatic program,wos,0
3.19E+11,2013,st-tfmp(short-term traffic flow management);dynamic network flow;artificial intelligence system;grnn(general regression neural network),wos,0
3.19E+11,2012,public safety;public safety communications;disaster emergency communications;interoperability;interoperability continuum;success planning factors;information sharing;holistic interoperability;publish and subscribe;sense and respond;sense-respond;evacuation planning;emergency management;artificial intelligence;non-monotonic reasoning,wos,1
3.19E+11,2012,artificial intelligence;information technology & languages;knowledge engineering;semantic networks;unl,wos,3
3.19E+11,2012,artificial intelligence;information technology & languages;knowledge engineering;automatic term extraction,wos,7
3.19E+11,2012,natural language processing;humor processing;artificial intelligence,wos,0
3.19E+11,2013,elevator;group control;remote monitoring system;artificial intelligence,wos,0
3.19E+11,2012,motif discovery;artificial intelligence;artificial neural networks;enumerative approaches;evolutionary algorithms;phylogeny;biopolymers,wos,1
3.19E+11,2013,artificial intelligence;black box model;spatiotemporal modeling;fuzzy clustering;the eel river watershed,wos,24
3.19E+11,2012,intelligent tutoring systems;artificial intelligence;e-learning;lcms moodle;gml,wos,1
3.19E+11,2013,knowledge management;knowledge asset;artificial intelligence;information technology,wos,0
3.19E+11,2013,reinforcement learning;image understanding;machine learning;artificial intelligence,wos,0
3.19E+11,2013,graphical user interface;artificial intelligence;intelligent robots;humanoid biped robots;human machine interface,wos,17
3.19E+11,2012,voltage stability;phasor measurement units;kalman filter;online sequential extreme learning machine;artificial intelligence,wos,1
3.19E+11,2013,artificial intelligence;bipedal robots;humanoid robot;intelligent control;movement balance,wos,11
3.19E+11,2012,artificial intelligence;distributed systems;embedded systems;human-robot interaction;intelligent mobility aids;power wheelchairs;rehabilitation;robotics;sensors;shared control;smart wheelchair,wos,6
3.19E+11,2013,auv;autonomous underwater vehicles;uwsn;underwater sensor networks;spatial node distribution;genetic algorithms;three-dimensional topology control;artificial intelligence,wos,4
3.19E+11,2013,evolutionary algorithms;evolutionary programming;chess engine;artificial intelligence;chess evaluation function,wos,1
3.19E+11,2012,computational awareness;artificial awareness;artificial intelligence;awareness computing;awareness science;awareness engineering,wos,1
3.19E+11,2013,information bottleneck method;embodied artificial intelligence;morphological computation;information theory;sensori-motor loop,wos,12
3.19E+11,2013,defeasible reasoning;artificial intelligence;forms of argument;practical reasoning;teleological reasoning;intelligent deliberation,wos,4
3.19E+11,2010,cnc;diagnostics;artificial intelligence,wos,2
3.20E+11,2013,spectroscopy;machine learning;artificial intelligence;x-ray microdensitometry,wos,4
3.20E+11,2013,raw water supply system;optimal operation;pollutant control;artificial intelligence;matlab,wos,0
3.20E+11,2013,accident prevention;artificial intelligence and machine learning (ml);driver distraction and inattention;intelligent supporting systems,wos,22
3.20E+11,2013,bioinformatics;artificial intelligence;machine learning;committee machine;ensemble learning;data mining;neural networks;protein contact map;contact map prediction,wos,2
3.20E+11,2013,artificial intelligence;data mining;pediatric critical care medicine;risk adjustment,wos,3
3.20E+11,2013,artificial intelligence;decision support systems;multiagent architecture;ports planning,wos,1
3.20E+11,2013,artificial intelligence;environmental covariates;supervised classification,wos,4
3.20E+11,2013,security system;cnc machine tools;artificial intelligence;the dynamic fuzzy neural network(dfnn),wos,0
3.20E+11,2013,artificial intelligence algorithm;data mining;classification prediction model;coal quality,wos,3
3.20E+11,2012,component;latino american;developing countries;nomadic;pervasive;communication;artificial intelligence;nomohi networks;application;online;tutoring;free;e-university;education,wos,0
3.20E+11,2013,groundwater level fluctuations;prediction;artificial intelligence techniques;arma,wos,37
3.20E+11,2012,visualization;fuzzy logic;interaction;h.5.2 [information interfaces and presentation]: user interfaces-interaction styles;i.2.3 [artificial intelligence]: deduction and theorem proving-uncertainty;fuzzy;and probabilistic reasoning;i.3.6 [computer graphics]: methodology and techniques-interaction techniques,wos,3
3.20E+11,2012,heuristic algorithms;applicationsin health;optimization;artificial intelligence;clustering algorithms,wos,0
3.20E+11,2012,svpwm;ann;artificial intelligence;ac motors;fpga,wos,0
3.20E+11,2012,multi-agent systems;decision support systems;logic programming;artificial intelligence;intelligent agents,wos,0
3.20E+11,2011,cognitive science;cognitive psychology;natural computation;artificial intelligence;information processing paradigm,wos,0
3.20E+11,2011,power quality;harmonic state estimation;artificial intelligence;neural networks;pso;gradient descent,wos,0
3.20E+11,2012,artificial intelligence;turing test;neural networks;ddos attack prevention,wos,2
3.20E+11,2011,image segmentation;fuzzy clustering;culture algorithms;fuzzy c-means;artificial intelligence,wos,0
3.20E+11,2012,artificial intelligence;intelligent tutoring systems;systems engineering and theory;student modelling;mathematics;bayesian networks;recursive estimation;abduction,wos,1
3.20E+11,2012,cognitive control;model-based control;adaptive control;robust control;iterative control;artificial intelligence;universal approximators;artificial neural networks;fuzzy systems;neuro-fuzzy systems,wos,5
3.20E+11,2011,artificial intelligence;awnn;neural networks;nonlinear load;power quality;total harmonic distortion,wos,0
3.20E+11,2013,incomplete information;artificial intelligence;empirical analysis;value of information,wos,1
3.21E+11,2010,linguistic geometry;game theory;search;artificial intelligence;ancient warfare,wos,1
3.21E+11,2012,artificial intelligence;bayesian classification;categorization;chatbot;tokenizer;posterior probability,wos,0
3.21E+11,2013,artificial intelligence;neural networks;weight function;b-splines;b-spline weight function;noninterpolatory approximation;algorithms,wos,3
3.21E+11,2012,cognitive networks;intrusion detection;supervised learning;artificial intelligence;soft computing,wos,0
3.21E+11,2013,dispute resolution;sulh;community mediation;alternative dispute resolution;online dispute resolution;e-government;ict;computer science;computational intelligence;artificial intelligence;connectionist models;legal expert systems,wos,0
3.21E+11,2013,decision support systems;artificial intelligence;stock market;expert systems;forecasting model,wos,2
3.21E+11,2013,artificial intelligence;intelligent control;intelligent robot;lego nxt;classification tree,wos,12
3.21E+11,2013,bathymetry;estimation;satellite imagery;landsat;artificial intelligence;southeast caspian sea,wos,9
3.21E+11,2012,artificial intelligence planning;graphplan;level off;genetic algorithm,wos,0
3.21E+11,2012,software requirements specification;controlled language;ambiguity;natural language processing;artificial intelligence,wos,0
3.21E+11,2013,artificial intelligence techniques;burst detection and location;geostatistical techniques,wos,21
3.21E+11,2013,active learning (subject-specific adaptation);biomedical electronics;machine learning (artificial intelligence);medical signal processing;support vector machine (svm),wos,44
3.21E+11,2012,content-based image retrieval;hierarchical temporal memory;artificial intelligence;image classification,wos,1
3.21E+11,2013,actuator/sensor;orientations and locations;artificial intelligence algorithm;optimization,wos,0
3.21E+11,2013,architecture;spatial analysis;artificial intelligence;building information model,wos,1
3.21E+11,2013,distributed applications;swarm intelligence;artificial intelligence;ant colony optimization;bee colony optimization,wos,6
3.21E+11,2012,autonomous robot warfare;armed autonomous robots;lethal autonomy;artificial intelligence;international humanitarian law,wos,10
3.21E+11,2013,biological classification;data mining;support vector machines (svm);machine learning;artificial intelligence (ai);artificial neural networks (anns);keratin;logistic regression;meta-modeling;tree induction;rule induction;discriminant analysis,wos,0
3.21E+11,2013,artificial intelligence;enhanced oil recovery;modeling,wos,2
3.21E+11,2013,individual variability;nonneuronal factors;sensors;monitoring;environment;artificial intelligence;vegetative state;minimally conscious state,wos,3
3.21E+11,2013,artificial intelligence;integer linear programming;forest harvest,wos,4
3.21E+11,2013,intensive care;artificial intelligence;machine learning;patient monitoring;critical illness;computerized patient medical records,wos,3
3.21E+11,2013,cabg surgery;risk analysis/modeling;evolutionary computing;artificial intelligence;genetic programming;artificial neural nets;readmissions,wos,6
3.21E+11,2013,contractor prequalification;artificial intelligence;support vector machines,wos,1
3.22E+11,2013,artificial intelligence;frame problem;symbols and symbol systems,wos,0
3.22E+11,2013,artificial intelligence;discovery systems;scientific method;inductivism,wos,0
3.22E+11,2013,multiparticipant chat;artificial intelligence;natural language processing;machine learning;text analysis,wos,9
3.22E+11,2013,artificial intelligence;audio steganography;data hiding;genetic algorithm;substitution techniques,wos,5
3.22E+11,2012,collaborative learning technologies;educational games;adaptability and personalisation;technology enhanced learning;artificial intelligence,wos,1
3.22E+11,2013,artificial intelligence;large-scaled systems;linear matrix inequality;lyapunov direct method,wos,7
3.22E+11,2013,artificial intelligence;neural networks;stability analysis,wos,12
3.22E+11,2013,artificial intelligence;cognitive rehabilitation;employment;technology;traumatic brain injury;virtual reality,wos,13
3.22E+11,2013,pattern recognition;supervised classification;incremental algorithms;artificial intelligence,wos,0
3.22E+11,2012,artificial intelligence;spam filtering;feature selection;unbalanced text classification;df,wos,2
3.22E+11,2013,distributed shunt active filter;neural networks;artificial intelligence;power quality;total harmonic deduction,wos,0
3.22E+11,2010,artificial intelligence;organizational theory;games,wos,0
3.22E+11,2013,advanced quality strategy;multi-agent-based quality information system;surface defects monitoring;comparison of defects along different facilities;surface defects in steel industry;artificial intelligence techniques,wos,1
3.22E+11,2013,component;mastology;artificial intelligence;ontology;e-learning,wos,0
3.22E+11,2013,science fiction prototypes;design fiction;uncertainty;complex systems;artificial intelligence;robotics;experience design;future business models,wos,1
3.22E+11,2013,artificial intelligence;intelligent robot;wi-fi;802.11;handoff,wos,0
3.22E+11,2013,artificial intelligence;function approximation;learning;motor skill development;optimization;polynomial approximation;robotics,wos,4
3.22E+11,2013,pemfc;non-model based diagnosis;artificial intelligence;statistical methods;signal processing,wos,49
3.22E+11,2013,artificial intelligence;ai;self-organizing map neural network;som-nn;taiwan weighted stock index;taiex;mutual fund performance,wos,1
3.22E+11,2013,algorithms;artificial intelligence;automatic programming;bio-inspired computing;breeding;crossover;differential evolution;evolutionary computation;evolutionary programming;evolution strategies;generation;genetic algorithms;genetic programming;human-competitive;machine learning;mutation;natural selection;population;reproduction;search space,wos,1
3.22E+11,2013,artificial intelligence;full-english teaching;teaching mode reform,wos,0
3.22E+11,2013,artificial intelligence;acute aquatic toxicity;fish;diversity;non-linearity;probabilistic neural networks;generalized regression neural network,wos,37
3.22E+11,2013,stochastic programming;out-of-sample validation;artificial intelligence,wos,4
3.22E+11,2013,artificial intelligence study;conflicted;compromised;book of changes,wos,0
3.23E+11,2013,fetal electrocardiogram;qrs complex;neural networks;artificial intelligence;fetal heart rate,wos,0
3.23E+11,2013,artificial intelligence;genetic algorithm;electrically conducting polymer;donor-acceptor polymer;band gap;superlattice;electronic structures,wos,0
3.23E+11,2013,artificial intelligence;cognitive radio;decision making;feature classification;machine learning;supervised learning;unsupervised learning,wos,95
3.23E+11,2013,fuzzy logic;artificial intelligence;cancer;risk analysis;preliminary diagnosis;soft computing,wos,7
3.23E+11,2013,artificial intelligence reasoning methods;collision avoidance;contingency planning;field robots;nonholonomic motion planning,wos,15
3.23E+11,2013,length of stay;temporal similarity;case-based reasoning;artificial intelligence in medicine,wos,8
3.23E+11,2013,fuzzy systems;simulated car racing;overtake;video games;games;artificial intelligence;computational intelligence,wos,3
3.23E+11,2012,artificial intelligence;data mining;granular computing;software engineering,wos,0
3.23E+11,2013,bioactive glass;antibacterial behaviour;modelling;artificial intelligence;neurofuzzy logic;machine learning,wos,14
3.23E+11,2013,system design;knowledge engineering;artificial intelligence planning;modeling;post-design,wos,2
3.23E+11,2013,i.2.10 [artificial intelligence]: vision and scene understanding-3d/stereo scene analysis;i.3.5 [computer graphics]: computational geometry and object modeling-object hierarchies;i.4.8 [image processing and computer vision]: scene analysis-object recognition;i.5.4 [pattern recognition]: applications-computer vision,wos,4
3.23E+11,2013,coal combustion modelling;coal combustion optimisation;artificial intelligence system;west balkan power sector,wos,7
